year,avg,babip,bb_pct,bip_double_play_pct,bip_fb_pct,bip_gb_pct,bip_ld_pct,called_third_strike_share_of_so,contact_pct,first_pitch_strike_pct,hr_per_fb_pct,iso,k_minus_bb_pct,k_pct,o_contact_pct,o_swing_pct,obp,ops,pitches_per_pa,pitches_put_in_play_pct,sb_pct,sba_per_pa,slg,swing_pct,z_contact_pct,z_swing_pct,zone_pct
2055,0.24690176192077826,0.3046566413376552,0.08659706578541126,0.02580811554332875,0.3972661623108666,0.3896148555708391,0.21311898211829436,0.2682690344968361,0.8214392785619207,0.628260397251032,0.075467168180545,0.12805619518253084,0.13748270460029044,0.2240797703857017,0.6745099472040045,0.32697568842960395,0.32097654402178305,0.6959345011250921,3.8980457627700082,0.17061322193799722,0.6555819477434679,0.0577694937736561,0.3749579571033091,0.48924573466945154,0.8932246806915449,0.6458398183054912,0.5089002839642346
2056,0.24728022686259346,0.30546561211670825,0.08644002097726702,0.02573384343529654,0.39288716567448406,0.39051965207843675,0.2165931822470792,0.27066376826247407,0.8204545319297076,0.6288847846409923,0.07735385359171669,0.12936323794792473,0.13907700025081515,0.22551702122808218,0.6730275759875674,0.32743603701687535,0.32122201653424703,0.6978654813447652,3.918006247577354,0.16961043344662227,0.6756352765321375,0.0610164853957179,0.3766434648105182,0.48896887657712185,0.8928422490971847,0.6452708118630482,0.5082289678290424
2057,0.24177037595157058,0.29724783682461847,0.08809515608675186,0.02593888419710105,0.3970976025921649,0.3934092828458661,0.20949311456196895,0.2697439596105301,0.8219403011907401,0.6259314113824499,0.07547851209823041,0.12630881550572892,0.1347661856048864,0.22286134169163824,0.672239580478357,0.32585319964752674,0.31758578785949887,0.6856649793167984,3.9193102102205537,0.16996613625178691,0.6717846460618145,0.05757815818780927,0.3680791914572995,0.4888302359916571,0.8949991974460951,0.6466795838811616,0.5079913758758876
2058,0.24816119740767412,0.3085115793570759,0.08789226475460053,0.025659962557752092,0.39814162787901686,0.3893135015371932,0.2125448705837899,0.2704660106887768,0.8192337866108786,0.6264890744480497,0.0743151505470809,0.12746888180228372,0.1392525697170475,0.22714483447164802,0.6726373189845076,0.32601810753852856,0.32338160380058384,0.6990116830105417,3.9175308025685824,0.16861618481374113,0.6504524886877828,0.06017562569490141,0.37563007920995783,0.48727624464594455,0.891161826461364,0.6434316659541115,0.5080379613031025
2059,0.23851075450596895,0.2977926013592268,0.0856462029032221,0.025548909157496382,0.3947262866012103,0.39334856385483336,0.21192514954395633,0.2620668936511116,0.8139928349941296,0.6275541332351011,0.07115889691398555,0.11880673099430414,0.14426320091171765,0.22990940381493974,0.6655292606861126,0.3265949288213584,0.31296982653452465,0.6702873120347977,3.9070439397253334,0.16894764599986448,0.6401822865068357,0.058098976619968,0.3573174855002731,0.4893474091119354,0.8865247591306297,0.6468228432958254,0.5082395160886385
2060,0.24554842383146125,0.3032287921398313,0.0874302570200311,0.025939285159553353,0.3950434047253335,0.39300692059437725,0.21194967468028925,0.270126582278481,0.8204688154039347,0.6290016463916582,0.07809416408232309,0.12895336197525753,0.13837693222354341,0.22580718924357449,0.6739433432889854,0.3286397544348074,0.32049610614364005,0.6949978919503588,3.9102373547974025,0.1694214996856771,0.6503751774487934,0.05637748102076283,0.3745017858067188,0.4889694595108259,0.8927534937714873,0.6439509381666791,0.5084808701627169
2061,0.24590100441529603,0.30688670829616416,0.08944014565316341,0.02371055457411064,0.39486992968235823,0.3910076552703592,0.21412241504728255,0.26473506648144474,0.8155146988868804,0.6267068730086481,0.07490363156826943,0.1265201786774768,0.13991807009558488,0.2293582157487483,0.6690158615717375,0.32627233271779915,0.32238912239601275,0.6948103054887855,3.9227696859353665,0.16748614144859936,0.6523517382413088,0.0612084660901229,0.37242118309277283,0.48784421566835784,0.8876357634698658,0.6451162338071222,0.5067428995773541
2062,0.2430982682810465,0.3031178652968037,0.08672881413950091,0.02569341043664947,0.39584126874199244,0.39161674573219296,0.2125419855258146,0.2617243599267073,0.8136064156455892,0.6278111842630733,0.07519618153871047,0.12416025169883824,0.14367704613137686,0.23040586027087778,0.6654192704548757,0.32670211755768686,0.3177181671655538,0.6849766871454386,3.9159639894569893,0.16829303115685068,0.6535587888320881,0.05803219954131057,0.36725851997988473,0.48868149382719644,0.8860092129904941,0.644905926057366,0.5090428585164876
2063,0.24490801363913342,0.3040819610577697,0.08863090472377902,0.025031202329773957,0.39564554153376785,0.38781028983497434,0.2165441686312578,0.2633505490648348,0.8155876273879643,0.6266270158984331,0.0762132189258105,0.12738068999494365,0.13947157726180945,0.22810248198558847,0.6665458368071918,0.3256909436501659,0.32090077410274453,0.6931894777368216,3.9277021617293837,0.16799117062076477,0.6721438236999807,0.05916733386709368,0.37228870363407707,0.4874854032772373,0.8888601774958121,0.6450144546044956,0.5066788196820609
2064,0.24881800497275292,0.31003314251280506,0.0877308782192077,0.026013600757510545,0.3970043901179306,0.38712232073685116,0.21587328914521822,0.26530714250012494,0.8171424500917137,0.627180753604716,0.07318837667296331,0.12667637169395668,0.13995516154362644,0.22768603976283416,0.6666245578575037,0.3268835980084476,0.3232244358959637,0.6987188125626733,3.9203491481831323,0.16861401802690973,0.6484479146829175,0.05975805442068487,0.3754943766667096,0.4890169383282291,0.8909214751386592,0.6460973086661066,0.5079147132676314
2065,0.2418083462132921,0.30015974440894566,0.08698921178842801,0.023807883131201763,0.39798098125689085,0.39105567805953695,0.21096334068357223,0.26295815439928094,0.8151226977425521,0.6281541563664119,0.07462447426396955,0.125193199381762,0.14114671739898155,0.22813592918740958,0.6647386345207849,0.3279615643725845,0.3169546436285097,0.6839561892235638,3.9119627254189404,0.1690409905764773,0.68433224127963,0.059113019901801074,0.3670015455950541,0.489035981781966,0.8893503859973674,0.6455235448793762,0.5072219827837249
